0.119474,6,344,1275.48
0.222999,6,344,1259.52
0.318675,6,344,1276.33
0.413513,6,344,1305.66
0.508292,5,345,1081.16
0.602184,5,345,1054.16
0.69605,5,345,1028.94
0.790074,3,347,688.872
0.883191,3,347,719.866
0.977645,3,347,711.07
1.07175,3,347,732.836
1.16586,5,345,1065.34
1.2589,5,345,1161.05
1.35268,5,345,1117.77
1.44681,5,345,1099.08
1.54043,5,344,1200.67
1.63386,5,344,1151.97
1.72752,5,344,1112.96
1.82245,5,344,1098.98
1.91469,5,344,1076.8
2.00919,4,345,886.867
2.10302,4,345,924.245
2.1971,4,345,851.777
2.29096,4,345,912.942
2.38443,4,345,960.23
2.47809,4,345,977.657
2.57187,3,346,800.918
2.66539,4,345,915.867
2.75948,3,346,851.418
2.85348,4,345,987.43
2.94617,3,346,884.407
3.04023,3,346,872.713
3.13594,3,346,798.755
3.22908,3,346,792.632
3.32171,3,346,803.331
3.4202,3,346,805.697
3.51526,3,346,809.151
3.60946,3,346,806.828
3.70388,5,344,1224.58
3.80275,4,345,1051.31
3.90161,4,345,991.907
4.00265,5,344,1247.84
4.10086,4,345,1034.88
4.19805,5,344,1216.5
4.29331,5,344,1250.89
4.39173,4,345,1027.31
4.49064,5,344,1179.13
4.58778,4,345,994.482
4.68372,4,345,918.464
4.77829,4,345,998.212
4.87237,5,344,1105.98
4.9671,5,344,1044.11
5.06211,5,344,1264.64
5.15622,5,344,1237.09
5.25338,5,344,1300.28
5.34922,5,344,1290.58
5.44494,5,344,1171.58
5.54058,4,345,1035.35
5.63956,4,345,1102.5
5.73526,4,345,1024.21
5.83126,5,344,1175.52
5.9283,5,344,1079.7
6.02914,4,345,1033.09
6.12271,5,344,1196.55
6.2171,3,346,817.823
6.31313,5,344,1123.83
6.41276,5,344,1116.14
6.51011,3,346,750.932
6.60593,5,344,1177.08
6.70147,4,345,911.795
6.79625,4,345,941.849
6.88992,5,343,1161.49
6.98308,3,345,851.874
7.076,5,343,1093.51
7.17128,6,341,1301.74
7.26618,3,344,714.147
7.36043,6,341,1250.29
7.45447,6,341,1212.07
7.54698,4,343,846.749
7.64096,5,342,1128.64
7.73548,5,342,1013.22
7.82949,4,343,902.215
7.92153,4,343,954.905
8.01469,3,344,775.055
8.10873,4,343,908.724
8.20158,4,343,1066.65
8.29423,4,343,1006.38
8.38627,4,343,975.497
8.47933,4,343,983.952
8.57224,3,344,852.269
8.66381,5,342,1156.92
8.76048,4,343,1055.31
8.85844,3,344,843.836
8.96644,3,344,790.824
9.06749,4,343,935.177
9.17526,3,344,802.507
9.27437,3,343,781.816
9.37368,4,342,1029.27
9.47354,3,343,725.435
9.57652,2,344,545.883
9.67649,3,343,751.307
9.77524,4,342,975.75
9.87118,3,343,763.004
9.96579,3,343,775.019
10.0609,6,340,1373.29
10.1564,3,343,799.005
10.254,6,339,1192.07
10.3483,4,341,855.32
10.4439,5,340,1052.67
10.5377,5,340,1110.84
10.6324,5,340,1122.02
10.7267,5,340,1024.44
10.8203,5,340,1127.12
10.9137,5,340,1107.13
11.0072,3,341,829.964
11.1012,6,338,1245.86
11.1944,3,341,768.988
11.2874,4,340,932.202
11.3804,4,340,925.773
11.4707,2,342,538.473
11.565,4,340,925.168
11.6562,5,339,1104.81
11.7507,3,341,740.182
11.8439,4,340,884.118
11.9378,5,339,1199.71
12.0318,3,341,837.615
12.1257,4,340,996.566
12.2262,5,339,1144.56
12.3218,3,341,732.789
12.4154,3,341,722.106
12.5081,4,339,857.695
12.6061,3,339,781.138
12.7017,4,338,974.868
12.7951,4,338,890.359
12.891,3,339,717.641
12.9884,4,338,905.945
13.0818,4,338,947.161
13.1721,3,339,614.807
13.2643,5,337,1206.04
13.3554,5,337,1137.97
13.445,4,338,1114.11
13.5345,5,337,1190.94
13.6257,5,337,1173.22
13.7169,2,340,610.076
13.8071,6,336,1283.68
13.8978,5,337,1177.08
13.9883,5,337,1248.99
14.078,6,336,1371.97
14.168,4,338,1019.89
14.2589,6,336,1407.38
14.3554,6,336,1330.68
14.4511,4,338,867.266
14.5484,5,337,1264.02
14.6454,5,337,1295.28
14.7363,3,339,728.604
14.8334,4,338,971.702
14.9302,6,336,1402.05
15.0293,3,339,807.911
15.1251,5,337,1186.85
15.2186,3,339,827.239
15.3085,4,338,1042.62
15.3987,5,337,1261.62
15.4887,3,338,823.097
15.5793,4,337,931.82
15.6694,4,337,943.504
15.7594,4,337,1072.45
15.8493,5,336,1134.23
15.9388,5,336,1158.01
16.0311,3,338,694.451
16.1206,5,336,1080.42
16.2119,5,335,1115.12
16.3022,4,336,949.176
16.392,5,335,1157.74
16.4817,4,335,920.359
16.5721,3,336,796.549
16.6605,6,333,1252
16.7492,5,334,1175.98
16.8378,5,334,1235.78
16.9269,7,332,1521.82
17.0146,6,333,1461.78
17.1051,6,332,1357.56
17.1959,8,330,1744.27
17.2842,4,334,992.964
17.3737,9,329,2001.07
17.4637,6,332,1377.72
17.5522,6,332,1297.16
17.6426,7,331,1598.22
17.7314,7,331,1730.6
17.8217,6,332,1475.2
17.9119,8,330,1932.47
18.0025,6,332,1539.84
18.0944,7,331,1666.49
18.185,8,330,1876.24
18.2751,5,333,1258.81
18.3654,7,331,1710.18
18.4566,7,331,1718.36
18.5477,5,333,1349.76
18.6387,7,331,1557.27
18.729,6,332,1512.42
18.8175,4,333,1024.36
18.9064,6,331,1539.5
18.9982,5,332,1331.61
19.0871,5,332,1315.44
19.1778,6,331,1522.8
19.2658,5,332,1273.82
19.3587,5,332,1279.52
19.4487,5,332,1299.29
19.5379,4,333,1069.09
19.6295,5,332,1493.74
19.7255,5,332,1492.59
19.8247,3,334,979.574
19.9151,6,331,1445.91
20.0046,6,331,1381.4
20.0934,4,333,1166.07
20.1839,6,331,1208.47
20.2718,4,333,941.422
20.3595,3,334,933.866
20.4473,5,332,1210.54
20.537,2,335,601.602
20.6261,6,331,1396.95
20.7151,5,332,1229.78
20.8029,3,334,743.265
20.8903,5,331,1190.2
20.9781,5,331,1051.86
21.0655,4,332,1141.57
21.1536,6,330,1310.24
21.2409,5,331,1105.42
21.3282,3,333,761.404
21.4164,5,331,1159.08
21.5036,6,330,1292.36
21.5912,4,332,844.054
21.6791,3,333,767.49
21.767,4,332,922.8
21.8554,5,331,1193
21.9436,4,332,1069.93
22.0319,5,330,1232.72
22.1203,4,331,1102.94
22.2091,4,330,1075.99
22.2957,6,328,1417.68
22.3833,4,330,1082.59
22.4714,6,328,1239.04
22.5593,6,328,1504.03
22.6487,3,331,761.044
22.7422,8,326,1883.7
22.8279,6,328,1387.57
22.924,5,329,1263.23
23.0214,7,327,1611.06
23.1159,6,328,1398.45
23.2097,7,327,1647.58
23.3058,6,328,1440.27
23.4055,4,330,978.934
23.5054,8,326,1782.08
23.6016,6,328,1328.86
23.6992,4,330,912.672
23.7981,5,329,1273.23
23.8939,8,326,1761.41
23.985,5,329,1202.52
24.0741,5,329,1309.52
24.1652,7,327,1611.23
24.2555,5,329,1263.73
24.3501,6,328,1446.5
24.4437,5,329,1141.31
24.5345,6,328,1512.92
24.6279,5,328,1141.16
24.7197,5,328,1167.56
24.8108,5,328,1176.01
24.902,4,329,979.886
24.9934,4,329,1059.01
25.0814,5,328,1347.33
25.1698,6,327,1438.77
25.2598,5,328,1277.56
25.3458,5,328,1301.19
25.4327,6,327,1647.07
25.52,6,327,1590.04
25.6071,7,325,1764.57
25.695,7,325,1780.89
25.7814,6,326,1629.68
25.8686,6,326,1526.48
25.9561,8,324,1776.8
26.0423,5,326,1322.12
26.1289,6,325,1589.19
26.2161,6,325,1416.21
