0.119474,13,337,3069.91
0.222999,13,337,3107.99
0.318675,11,339,2831.85
0.413513,11,339,2819.78
0.508292,10,340,2528.24
0.602184,10,340,2567.96
0.69605,11,339,2755.37
0.790074,10,340,2448.06
0.883191,11,339,2758.76
0.977645,10,340,2720.96
1.07175,11,339,2993.77
1.16586,10,340,2769.41
1.2589,10,340,2662.26
1.35268,11,339,2597.04
1.44681,9,341,2291.96
1.54043,10,339,2475.54
1.63386,9,340,2336.06
1.72752,10,339,2501.21
1.82245,9,340,2140.68
1.91469,8,341,2172.69
2.00919,10,339,2351.14
2.10302,9,340,2278.78
2.1971,10,339,2389.9
2.29096,11,338,2596.51
2.38443,7,342,1913.89
2.47809,9,340,2343.72
2.57187,9,340,2330.73
2.66539,8,341,2221.15
2.75948,9,340,2257.11
2.85348,8,341,2121.02
2.94617,7,342,1993.33
3.04023,8,341,2116.65
3.13594,7,342,2126.02
3.22908,8,341,2260.35
3.32171,7,342,2123.32
3.4202,8,341,2137.85
3.51526,8,341,2370.75
3.60946,6,343,1928.26
3.70388,8,341,2347.34
3.80275,9,340,2350.96
3.90161,6,343,1851.58
4.00265,9,340,2380.96
4.10086,8,341,2190.18
4.19805,7,342,1988.31
4.29331,8,341,2266.73
4.39173,7,342,2109.7
4.49064,8,341,2084.12
4.58778,8,341,2212.13
4.68372,5,344,1642.33
4.77829,9,340,2392.99
4.87237,8,341,2201.2
4.9671,5,344,1481.91
5.06211,8,341,2161.4
5.15622,9,340,2205.51
5.25338,5,344,1377.25
5.34922,7,342,1930.07
5.44494,7,342,1991.76
5.54058,6,343,1787.53
5.63956,7,342,2127.5
5.73526,6,343,1815.89
5.83126,7,342,1951.91
5.9283,8,341,2313.93
6.02914,7,342,2157.9
6.12271,6,343,1840.53
6.2171,8,341,2135.49
6.31313,7,342,2071.66
6.41276,7,342,1931.73
6.51011,7,342,2060.9
6.60593,6,343,1680.81
6.70147,7,342,2023.82
6.79625,7,342,1966.16
6.88992,6,342,1613.62
6.98308,7,341,2015.05
7.076,6,342,1676.04
7.17128,7,340,1906.79
7.26618,7,340,1944.7
7.36043,7,340,2020.16
7.45447,7,340,1863.9
7.54698,7,340,2002.51
7.64096,5,342,1497.25
7.73548,10,337,2423.92
7.82949,7,340,1812.72
7.92153,4,343,1271.78
8.01469,8,339,2020.34
8.10873,6,341,1727.95
8.20158,6,341,1754.27
8.29423,7,340,1840.24
8.38627,5,342,1447.6
8.47933,6,341,1724.84
8.57224,7,340,1886.31
8.66381,4,343,1292.79
8.76048,8,339,2208.54
8.85844,8,339,2180
8.96644,4,343,1138.7
9.06749,8,339,2170.36
9.17526,8,339,2028.79
9.27437,5,341,1513.98
9.37368,8,338,2216.19
9.47354,6,340,1819.68
9.57652,7,339,1941.85
9.67649,8,338,2209.17
9.77524,5,341,1425.72
9.87118,8,338,2226.61
9.96579,7,339,2055.69
10.0609,3,343,939.157
10.1564,7,339,2050.07
10.254,7,338,1956.7
10.3483,3,342,883.842
10.4439,8,337,2082.58
10.5377,6,339,1687.37
10.6324,6,339,1777.31
10.7267,8,337,2146.92
10.8203,6,339,1742.52
10.9137,7,338,1888.96
11.0072,8,336,2114.23
11.1012,6,338,1761.15
11.1944,8,336,2208.92
11.2874,8,336,2161.04
11.3804,6,338,1830
11.4707,8,336,2149.49
11.565,7,337,1835.98
11.6562,7,337,2003.31
11.7507,8,336,2246.94
11.8439,5,339,1668.87
11.9378,7,337,1953.84
12.0318,8,336,2121.94
12.1257,5,339,1570.8
12.2262,8,336,2149.48
12.3218,8,336,2043.98
12.4154,4,340,1266.14
12.5081,7,336,1862.73
12.6061,8,334,1943.54
12.7017,6,336,1661
12.7951,6,336,1621.24
12.891,6,336,1583.03
12.9884,6,336,1616.17
13.0818,7,335,1694.29
13.1721,6,336,1600.55
13.2643,5,337,1426.56
13.3554,8,334,1947.41
13.445,5,337,1346.33
13.5345,6,336,1651.99
13.6257,8,334,1948.33
13.7169,5,337,1283.29
13.8071,6,336,1673.86
13.8978,6,336,1629.86
13.9883,7,335,1821.18
14.078,6,336,1702.32
14.168,7,335,2023.18
14.2589,7,335,2003.31
14.3554,8,334,2170.77
14.4511,6,336,1740.34
14.5484,7,335,2033.57
14.6454,8,334,2184.36
14.7363,7,335,2010.45
14.8334,7,335,1938.79
14.9302,7,335,2033.81
15.0293,6,336,1793.46
15.1251,7,335,1846.38
15.2186,7,335,1987.88
15.3085,8,334,2208.45
15.3987,9,333,2391.75
15.4887,6,335,1876.06
